doc_id,category,target,text,original_categories,word_count
test/15920,Corporate_Industrial,0,"NATIONAL BEVERAGE TO ACQUIRE FAYGO
  &lt;National Beverage Corp>
  said it agreed to acquire privately held Faygo Beverages Inc
  for an undisclosed amount of cash.
      The company said Detroit-based Faygo, a soft drink maker,
  has annual revenues of more than 100 mln dlrs.
      National Beverage, which is also privately held, owns and
  bottles Shasta Beverages, Spree All Natural Beverages and
  private label brands in its 11 bottling facilities in the
  United States.
  

",acq,71
test/16763,Markets,2,"U.S. URGES JAPAN TO OPEN FARM MARKET FURTHER
  U.S. Agriculture Secretary Richard Lyng
  has asked Japan to open its farm market further to help
  Washington cut its trade deficit and ease protectionist
  pressures, an Agriculture Ministry official told reporters.
      Hideo Maki, Director General of the ministry's Economic
  Affairs Bureau, quoted Lyng as telling Agriculture Minister
  Mutsuki Kato that the removal of import restrictions would help
  Japan as well as the United States.
      The meeting with Kato opened a 12-day visit to Japan by
  Lyng, who is here to dicuss farm trade.
      However, Maki quoted Kato as replying that Japan was
  already the world's largest grain importer.
      Kato added Japan is the largest customer for U.S. Grain and
  depended on domestic output for only 53 pct of its food
  requirements in 1985.
      Lyng said the U.S. Put high priority on talks on 12 farm
  products named in U.S. Complaints against Japan to the General
  Agreement on Tariffs and Trade (GATT) last year, as well as on
  beef, citrus products and rice.
      Kato said Japan will maintain its current level of
  self-sufficiency and will try not to produce surplus rice
  because potential production is higher than domestic demand.
      The world farm market suffers from surpluses because of
  rising production by exporting countries, he added.
      Lyng said the U.S. Has been trying to reduce farm product
  output with expensive programs, Maki said.
      Maki said the U.S. And Japan will hold detailed discussions
  on each trade item as well as a new round of GATT trade talks
  at a meeting on April 20, in which U.S. Trade Representative
  Clayton Yeutter will join.
  

","grain,trade",268
training/12197,Economics,1,"CANADIAN IMPERIAL BANK LOWERING VISA RATES
  &lt;Canadian Imperial Bank of Commerce>
  said it was lowering the interest rate on its Visa credit card
  to 15.9 pct from 18.6 pct, effective with the May billing
  statement.
      The bank said it was also halving its yearly Visa card user
  fee to six dlrs, but would retain its 15 ct fee for each
  transaction.
      A bank spokesman said the previously reported call by the
  Canadian Parliament's finance committee on March 20 for a
  substantial cut in credit card rates ""was a factor"" in the
  move, but he would not elaborate.
      Canada's minister of state for finance Thomas Hockin had
  threatened legislation to reduce the rates, which apply to
  unpaid balances, if the financial institutions did not
  voluntarily act.
      The Canadian Imperial Bank spokesman said ""the bank card
  market is a very competitive one and we have to move to stay
  competitive.""
      Canadian Imperial's new rates match those of &lt;Toronto
  Dominion Bank>, which lowered its rates before the finance
  committee report.
      Canadian Imperial Bank added that cardholders will be
  allowed to choose between the 15 ct transaction fee or the six
  dlr yearly card fee.
      It will also eliminate the 50 ct minimum monthly
  transaction fee, it said.
      Minister of State for Finance, Tom Hockin, said in the
  House of Commons today he was ""delighted"" with the bank's cut
  in its credit card rate.
      ""I would hope retail stores and other financial
  institutions will look to their rates as well,"" Hockin said
  during the daily question period.
  

",interest,253
test/16834,Corporate_Industrial,0,"GORMAN-RUPP CO &lt;GRC> SETS QUARTERLY
  Qtly div 21 cts vs 21 cts prior
      Pay June 10
      Record May Eight
  

",earn,19
test/21485,Markets,2,"Unidentified jets raid Iranian oil platforms in southern Gulf - shipping sources

  Unidentified jets raid Iranian oil platforms in southern Gulf - shipping sources
  

","crude,ship",24
test/16246,Corporate_Industrial,0,"INTERNATIONAL BUSINESS MACHINES CORP &lt;IBM> NET
  1st qtr
      Shr 1.30 dlrs vs 1.65 dlrs
      Net 785 mln vs 1.02 billion
      Gross income 10.68 billion vs 10.13 billion
      Avg shrs 604.6 mln vs 615.6 mln
      NOTE: Pretax net 1.34 billion vs 1.83 billion.
      Sales 6.50 billion vs 6.10 billion, maintenance gross
  income 1.95 billion vs 1.77 billion, program products gross
  income 1.40 billion vs 1.15 billion and rentals and other
  services 825 mln vs 1.10 billion.
  

",earn,75
test/15757,Corporate_Industrial,0,"COMMUNITY BANK SYSTEM INC &lt;CBSI> 1ST QTR NET
  Shr 46 cts vs 49 cts
      Net 1,101,551 vs 831,398
      NOTE: Share adjusted for two-for-one stock split in May
  1986.
  

",earn,28
test/15481,Markets,2,"BELGIUM LAUNCHES BONDS WITH GOLD WARRANTS
  The Kingdom of Belgium is launching 100
  mln Swiss francs of seven year notes with warrants attached to
  buy gold, lead manager Credit Suisse said.
      The notes themselves have a 3-3/8 pct coupon and are priced
  at par. Payment is due April 30, 1987, and final maturity April
  30, 1994.
      Each 50,000 franc note carries 15 warrants. Two warrants
  are required to allow the holder to buy 100 grammes of gold at
  a price of 2,450 francs, during the entire life of the bond.
      The latest gold price in Zurich was 2,045/2,070 francs per
  100 grammes.
  

",gold,102
test/16427,Corporate_Industrial,0,"GROUP RAISES SCANDINAVIA FUND &lt;SCF> STAKE
  A shareholder group consisting of
  foreign investment firms and investors said it raised its stake
  in Scandinavia Fund Inc to 2,607,900 shares, or 40.0 pct of the
  total outstanding from 2,309,700 shares, or 35.4 pct.
      In a filing with the Securities and Exchange Commission,
  the group also said it is considering an informal offer made by
  Scandinavia Fund President Bjorn Carlson on March 31 which
  would grant it representation on the company's board.
      The group includes VBI Corp, a Turks and Caicos Islands
  investment firm, and Ingemar Rydin Industritillbehor AB, a
  Swedish investment firm, and Erik Martin Vik, a Norwegian
  investor, and Vik's son, Alexander.
      The group said VBI and the elder Vik bought a combined
  298,200 Scandinavia Fund common shares since March 13 at prices
  ranging from 9.500 to 10.000 dlrs a share.
  

",acq,140
test/16598,Corporate_Industrial,0,"INT'L RESEARCH/DEVELOPMENT &lt;IRDV.O> 1ST QTR NET
  Shr six cts vs three cts
      Net 152,360 vs 94,141
      Revs 4,073,911 vs 4,116,333
      Note: Full name is International Research and Development
  Corp.
  

",earn,29
test/16360,Corporate_Industrial,0,"ELCOR CORP &lt;ELK> 3RD QTR MARCH 31
  Shr 21 cts vs eight cts
      Net 1.5 mln vs 536,000
      Revs 26.6 mln vs 17.7 mln
      Nine months
      Shr 1.11 dlrs vs 43 cts
      Net 7.8 mln vs 3.0 mln
      Revs 86.9 mln vs 82.9 mln
      NOTE:Shares adjusted for 2-for-1 stock split payable May
  28, 1987 to holders of record May 14, 1987.
      1987 3rd qtr and nine months includes tax loss carryforward
  gain of 695,000 dlrs and 3.6 mln dlrs, respectively.
      1986 3rd qtr nine months includes tax loss carryforward
  gains of 260,000 dlrs and 1.4 mln dlrs, respectively.
  

",earn,98
training/12316,Economics,1,"FIRST NATIONAL BANK OF BOSTON &lt;BKB> RAISES PRIME
  The First National Bank of Boston, the
  main banking unit of Bank of Boston, said it is raising its
  prime lending rate to 7.75 pct from 7.50 pct, effective
  immediately.
  

",interest,38
training/1478,Economics,1,"SPAIN TO LAUNCH EXPORT DRIVE
  Spain unveils a 105 billion peseta plan
  this month aimed at boosting exports to reach European
  Community levels, director-general of the INFE export
  institute, Apolonio Ruiz Ligero, said.
      ""The target is to raise exports to 20 pct of Gross Domestic
  Product over the next four years compared to 15 pct now,"" he
  said.
       ""This is the minimum prevailing level in the EC and there
  is no reason why we should lag behind countries like Italy,
  which have a similar productive structure,"" he said.
      The plan calls for providing soft loans, tax cuts and other
  fiscal benefits to exporters and raising Spain's presence in
  international trade fairs.
      Consumer goods such as fashion and wine, as well as
  traditional industrial exports will be promoted.
      Ruiz Ligero said INFE would double its annual budget to 20
  billion pesetas to finance the four-year plan, while the
  government's development aid fund (FAD) would provide a special
  25 billion peseta grant.
      The plan calls for boosting exports by five to six pct in
  real terms this year after a 7.4 pct decline last year.
      Ruiz Ligero attributed this drop to a lack of demand in
  developing countries and a rally in domestic consumer demand,
  which rose six pct last year after 1.9 pct in 1985.
      He added that 80 pct of Spain's exports went to
  Organisation for Economic Cooperation and Development (OECD)
  countries.
      The EC accounts for 60 pct of the market and exports to the
  Community rose seven pct last year. The government plans to
  concentrate efforts on Western Europe and the U.S.
      ""The problem is convincing businessmen that exports are
  vital to survival in the context of EC competition,"" he said.
      He said Spanish businessmen traditionally turned to the
  domestic market to satisfy rises in consumer demand, while
  turning their backs on foreign markets.
      ""They have to realise their share of the home market is
  going to shrink with growing deregulation,"" he said. ""Foreign
  companies are taking up positions in the domestic economy and
  it is it vital to secure a market share abroad.""
  

",trade,345
test/15558,Corporate_Industrial,0,"REXHAM CORP &lt;RXH> 1ST QTR NET
  Shr 70 cts vs 42 cts
      Net 2,918,000 vs 1,746,000
      Sales 68.3 mln vs 53.5 mln
      NOTE: 1987 net includes pretax gain 400,000 dlrs from
  change in pension accounting.
      1987 results include Production Graphics Corp and Systems
  Technology and Weapons System Test Divisions of NEw Technology
  Inc, acquired December 30, 1986.
  

",earn,57
test/15045,Corporate_Industrial,0,"DUTCH ADJUSTED UNEMPLOYMENT RISES IN MARCH
  Dutch seasonally adjusted unemployment
  rose in the month to end-March to a total 693,000 from 690,600
  at end-February, but was well down from 730,100 at end-March
  1986, Social Affairs Ministry figures show.
      The figure for male jobless rose by 2,000 in the month to
  436,500 compared with 470,700 a year earlier. The figure for
  women was 256,500 at end-March against 256,100 a month earlier
  and 259,400 at end-March 1986.
      On an unadjusted basis total unemployment fell by 16,500 in
  the month to end-March to 692,200. In March 1986 the figure was
  725,000.
      A ministry spokesman said the unadjusted figures showed a
  smaller than usual seasonal decrease for the time of year,
  because of particularly cold weather delaying work in the
  building industry. He said this explained the increase in the
  adjusted statistics.
      Total vacancies available rose by 1,900 to 26,300 at
  end-March. A year earlier the figure was 28,763.
  

",jobs,155
test/17443,Markets,2,"CHINA PROVINCE BECOMES GRAIN IMPORTER
  The south China province of Guangdong is
  importing millions of tonnes of grain a year from overseas and
  other parts of China because farmers have switched from grain
  to more profitable crops, the Peking Review magazine said.
      The official magazine said the province's grain area fell
  to 4.33 mln hectares in 1985 from 5.7 mln in 1978 out of a
  total farmland area of 7.4 mln hectares.
      Farmers have switched to cash crops such as sugarcane,
  bananas, oranges, papaya and freshwater fish-farming, in part
  to supply major consumer markets in Hong Kong and Macao, the
  magazine said. It gave no 1986 area figures.
      The magazine said China aims to keep 80 pct of national
  farmland under grain, 10 pct under cash crops and 10 pct under
  other crops, although the ratio will vary from place to place.
      It said primitive cultivation methods, labour-intensity and
  low productivity make grain the least profitable farm
  commodity. Farmers in one central region of China can from 0.1
  hectare earn 2,250 yuan a year from vegetables, 375-450 yuan
  from cotton or 225 yuan from grain, it added.
      It said consumer prices for foodgrain can be adjusted only
  gradually as part of a reform of the entire pricing system.
  

","grain,orange,sugar",208
test/18085,Markets,2,"LUKMAN SEES STABLE OIL PRICE FOR NEXT COUPLE YEARS
  The current crude oil price of between
  18 and 20 dlrs a barrel will remain stable over the next couple
  of years, rising only one to two dlrs a barrel per annum to
  keep up with inflation, OPEC President Rilwanu Lukman said.
      Lukman, who was speaking during talks with Swedish trade
  officials, said the stable price depended upon output restraint
  by both OPEC and non-OPEC oil producers, Swedish government
  officials said.
      They said Lukman, who is also Nigerian oil minister, made
  the remarks whilst talking about the connection between Third
  World debt and industrialised nations.
      Crude oil output controls did not necessarily mean higher
  energy bills for the world's industrial nations, Lukman said.
      Although very low oil prices, such as those seen around the
  beginning of the year, may appear beneficial for the industrial
  countries that depend on imported energy, they would only lead
  to wastage and overdependence on the fuel in the long term, he
  said.
      This in turn would bring a swing back to extremely high
  prices, he added.
      Sweden, heavily dependent on imported oil, suffered a major
  crisis in the mid-1970s, when oil prices spiralled.
  

",crude,197
training/11574,Economics,1,"BROADER U.S. EEP SOUGHT BY REPUBLICAN LAWMAKERS
  Republican members of the House
  Agriculture Committee said they will propose amendments
  tomorrow to a pending trade bill increasing funding for the
  export enhancement program, EEP, and significantly expanding
  the scope of the program.
      At a press conference, Republican lawmakers said they would
  propose expanding EEP to include all countries ""willing to
  purchase additional commodities at reasonable prices.""
      In addition, the Congressmen said they would propose
  extending the life of EEP to five years from the current three
  years and increasing the EEP funding ceiling to 2.5 billion
  dlrs from 1.5 billion at present.
      The Agriculture committee tomorrow will begin drafting
  amendments to an omnibus trade bill now before the House.
      Responding to the Republican plan, Agriculture Secretary
  Richard Lyng and Trade Representative Clayton Yeutter said they
  favor a flexible, targeted use of EEP instead of an
  across-the-board program which they termed too costly.
      The Republican Congressmen also said they will offer an
  amendment to the trade bill instructing the U.S. Agriculture
  Department to value the bonus commodities used for EEP at the
  market value, rather than the cost of acquisition.
      But Lyng said USDA already plans to change to market value
  accounting rather than acquisition value, in order to avoid
  hitting a funding ceiling for eep of 1.5 billion dlrs.
      Lyng said under market value accounting only about 700 mln
  dlrs of EEP commodities have been used to date. Using
  acquisition value, USDA officials said the value is higher.
  

",trade,247
test/18795,Markets,2,"UNOCAL &lt;UCL> RAISED CRUDE OIL POSTINGS BY 50 CTS/BBL
  Unocal said it raised its postings for
  crude oil by 50 cts a barrel, effective June 17. The company
  said it is now posting West Texas Intermediate and West Texas
  Sour at 19 dlrs a barrel.
      Unocal said its new Light Louisiana Sweet posted price is
  19.35 dlrs a barrel. the price move follows a wave of increases
  initiated by Sun Co yesterday.
  

",crude,72
training/12102,Economics,1,"BOATMEN'S NATIONAL BANK &lt;BOAT> RAISES PRIME
  Boatmen's Bancshares said its
  Boatmen's National Bank raised the prime rate to 7-3/4 pct from
  7-1/2 pct, effective immediately.
  

",interest,25
test/17584,Markets,2," 1-JUN-1987 11:14:25.82
   1-JUN-1987 11:14:25.82

",crude,4
test/17478,Markets,2,"PEMEX OFFICIAL SAYS OPEC OUTPUT CRITICAL TO PRICE
  Crude oil prices could remain around 18
  dlrs a barrel until the end of the year, but OPEC's decision on
  output at its next meeting would be the critical factor, an
  official of Mexico's state oil company, Petroleos Mexicanos
  (Pemex), told a group of Japanese businessmen.
      Adrian Lajous, Pemex' executive vice president of
  international trade, said current OPEC output already appeared
  to be very near the 16.6 mln barrel per day level it set itself
  for the third quarter. ""Production is surging ahead of what was
  originally planned, while demand is growing more slowly than
  envisaged a few months ago,"" he said.
      He said OPEC had to look very carefully at what level of
  production in the third quarter would effectively sustain the
  18 dlrs price, and that an increase to what had originally been
  envisaged might soften price levels.
      The 13-member cartel is scheduled to meet on June 25 in
  Vienna to review its December accord on prices and output.
      ""I hope OPEC will follow a very conservative attitude in
  terms of volume decisions,"" Lajous said.
      A repetition of what happened last year, when OPEC boosted
  output and sent oil prices tumbling down below 10 dlrs, is
  always there as a possibility, he said.
      ""I hope never again to go through the trauma of 1986. I
  expect other oil exporters have learned their lessons and
  discipline will be maintained,"" he said.
      Lajous said there was still excess supply and as long as
  this remains there will be a tendency to instability in oil
  markets, but prices should remain around 18 to 19 dlrs during
  1987 if output remains under control.
      He said Saudi King Fahd's remarks last month, that
  increased production was not so important as long as incomes
  would not be affected by the output, were ""very relevant and
  welcome from such a powerful producer.""
  

",crude,315
